health_board,cancer_site,sex,year,incidences_all_ages,crude_rate
NHS Fife,Liver and intrahepatic bile ducts,Female,2003,6,3.28527703098564
NHS Fife,Liver and intrahepatic bile ducts,Female,2004,12,6.54489525440553
NHS Fife,Liver and intrahepatic bile ducts,Female,2005,10,5.42428779101304
NHS Fife,Liver and intrahepatic bile ducts,Female,2006,10,5.40537618715575
NHS Fife,Liver and intrahepatic bile ducts,Female,2007,13,7.00600900002695
NHS Fife,Liver and intrahepatic bile ducts,Female,2008,17,9.1311447232726
NHS Fife,Liver and intrahepatic bile ducts,Female,2009,9,4.81783240367012
NHS Fife,Liver and intrahepatic bile ducts,Female,2010,11,5.86942138176851
NHS Fife,Liver and intrahepatic bile ducts,Female,2011,11,5.84096641444312
NHS Fife,Liver and intrahepatic bile ducts,Female,2012,13,6.88697937084795
NHS Fife,Liver and intrahepatic bile ducts,Female,2013,13,6.88089176357256
NHS Fife,Liver and intrahepatic bile ducts,Female,2014,17,8.97865193463541
NHS Fife,Liver and intrahepatic bile ducts,Female,2015,18,9.47203906689891
NHS Fife,Liver and intrahepatic bile ducts,Female,2016,12,6.29003344201113
NHS Fife,Liver and intrahepatic bile ducts,Female,2017,11,5.75620885618897
NHS Fife,Liver and intrahepatic bile ducts,Female,2018,19,9.93256312405249
NHS Fife,"Trachea, bronchus and lung",All,1994,288,82.2410691338987
NHS Fife,"Trachea, bronchus and lung",All,1995,303,86.6407411643601
NHS Fife,"Trachea, bronchus and lung",All,1996,318,91.5292289094206
NHS Fife,"Trachea, bronchus and lung",All,1997,272,78.4902175795002
NHS Fife,"Trachea, bronchus and lung",All,1998,313,90.3214636117043
NHS Fife,"Trachea, bronchus and lung",All,1999,280,80.6846670316687
NHS Fife,"Trachea, bronchus and lung",All,2000,274,78.658781650112
NHS Fife,"Trachea, bronchus and lung",All,2001,298,85.1988449552563
NHS Fife,"Trachea, bronchus and lung",All,2002,317,90.3803387124366
NHS Fife,"Trachea, bronchus and lung",All,2003,301,85.6671220400729
NHS Fife,"Trachea, bronchus and lung",All,2004,298,84.4073077467781
NHS Fife,"Trachea, bronchus and lung",All,2005,326,91.7121476396782
NHS Fife,"Trachea, bronchus and lung",All,2006,331,92.6496109276157
NHS Fife,"Trachea, bronchus and lung",All,2007,359,100.07247588783
NHS Fife,"Trachea, bronchus and lung",All,2008,355,98.6001555382735
NHS Fife,"Trachea, bronchus and lung",All,2009,378,104.587460572187
NHS Fife,"Trachea, bronchus and lung",All,2010,335,92.3857588042249
NHS Fife,"Trachea, bronchus and lung",All,2011,381,104.297837393923
NHS Fife,"Trachea, bronchus and lung",All,2012,391,106.769339996177
NHS Fife,"Trachea, bronchus and lung",All,2013,354,96.4840556009812
NHS Fife,"Trachea, bronchus and lung",All,2014,387,105.377808032675
NHS Fife,"Trachea, bronchus and lung",All,2015,386,104.868506846338
NHS Fife,"Trachea, bronchus and lung",All,2016,389,105.041449517997
NHS Fife,"Trachea, bronchus and lung",All,2017,406,109.313157965591
NHS Fife,"Trachea, bronchus and lung",All,2018,393,105.670726788739
NHS Fife,"Trachea, bronchus and lung",Male,1994,178,105.212138407159
NHS Fife,"Trachea, bronchus and lung",Male,1995,172,102.046264928716
NHS Fife,"Trachea, bronchus and lung",Male,1996,203,121.696071554892
NHS Fife,"Trachea, bronchus and lung",Male,1997,169,101.590583935463
NHS Fife,"Trachea, bronchus and lung",Male,1998,184,110.64807297962
NHS Fife,"Trachea, bronchus and lung",Male,1999,166,99.6560066757518
NHS Fife,"Trachea, bronchus and lung",Male,2000,152,90.9607731665719
NHS Fife,"Trachea, bronchus and lung",Male,2001,171,101.928292552082
NHS Fife,"Trachea, bronchus and lung",Male,2002,198,117.793338132321
NHS Fife,"Trachea, bronchus and lung",Male,2003,179,106.088533548276
NHS Fife,"Trachea, bronchus and lung",Male,2004,166,97.8191053676761
NHS Fife,"Trachea, bronchus and lung",Male,2005,170,99.3547783804002
NHS Fife,"Trachea, bronchus and lung",Male,2006,185,107.396420506331
NHS Fife,"Trachea, bronchus and lung",Male,2007,197,113.751190923001
NHS Fife,"Trachea, bronchus and lung",Male,2008,173,99.5030598628813
NHS Fife,"Trachea, bronchus and lung",Male,2009,202,115.683736699234
NHS Fife,"Trachea, bronchus and lung",Male,2010,164,93.6083745248233
NHS Fife,"Trachea, bronchus and lung",Male,2011,196,110.750105947168
NHS Fife,"Trachea, bronchus and lung",Male,2012,201,113.27262071142
NHS Fife,"Trachea, bronchus and lung",Male,2013,184,103.387630569025
NHS Fife,"Trachea, bronchus and lung",Male,2014,215,120.84626107289
NHS Fife,"Trachea, bronchus and lung",Male,2015,188,105.59009699686
NHS Fife,"Trachea, bronchus and lung",Male,2016,210,116.957761539832
NHS Fife,"Trachea, bronchus and lung",Male,2017,202,112.028040285727
NHS Fife,"Trachea, bronchus and lung",Male,2018,198,109.622411693057
NHS Fife,"Trachea, bronchus and lung",Female,1994,110,60.770794661009496
NHS Fife,"Trachea, bronchus and lung",Female,1995,131,72.308176343635
NHS Fife,"Trachea, bronchus and lung",Female,1996,115,63.6692300452328
NHS Fife,"Trachea, bronchus and lung",Female,1997,103,57.1631536301377
NHS Fife,"Trachea, bronchus and lung",Female,1998,129,71.5684588370403
NHS Fife,"Trachea, bronchus and lung",Female,1999,114,63.172944247106
NHS Fife,"Trachea, bronchus and lung",Female,2000,122,67.3159157999283
NHS Fife,"Trachea, bronchus and lung",Female,2001,127,69.7783027938793
NHS Fife,"Trachea, bronchus and lung",Female,2002,119,65.1522866262613
NHS Fife,"Trachea, bronchus and lung",Female,2003,122,66.8006329633746
NHS Fife,"Trachea, bronchus and lung",Female,2004,132,71.9938477984609
NHS Fife,"Trachea, bronchus and lung",Female,2005,156,84.6188895398034
NHS Fife,"Trachea, bronchus and lung",Female,2006,146,78.9184923324739
NHS Fife,"Trachea, bronchus and lung",Female,2007,162,87.3056506157204
NHS Fife,"Trachea, bronchus and lung",Female,2008,182,97.7569611550361
NHS Fife,"Trachea, bronchus and lung",Female,2009,176,94.2153892273267
NHS Fife,"Trachea, bronchus and lung",Female,2010,171,91.2428232984014
NHS Fife,"Trachea, bronchus and lung",Female,2011,185,98.2344351519979
NHS Fife,"Trachea, bronchus and lung",Female,2012,190,100.655852343162
NHS Fife,"Trachea, bronchus and lung",Female,2013,170,89.9808922928719
NHS Fife,"Trachea, bronchus and lung",Female,2014,172,90.8428313386642
NHS Fife,"Trachea, bronchus and lung",Female,2015,198,104.192429735888
NHS Fife,"Trachea, bronchus and lung",Female,2016,179,93.8263321766661
NHS Fife,"Trachea, bronchus and lung",Female,2017,204,106.751509696595
NHS Fife,"Trachea, bronchus and lung",Female,2018,195,101.939463641591
NHS Fife,Mesothelioma,All,1994,14,3.99782974956452
NHS Fife,Mesothelioma,All,1995,15,4.28914560219604
NHS Fife,Mesothelioma,All,1996,10,2.87827763866103
NHS Fife,Mesothelioma,All,1997,15,4.32850464592832
NHS Fife,Mesothelioma,All,1998,12,3.46280371674266
NHS Fife,Mesothelioma,All,1999,14,4.03423335158344
NHS Fife,Mesothelioma,All,2000,9,2.58368260894528
NHS Fife,Mesothelioma,All,2001,7,2.00131514995569
NHS Fife,Mesothelioma,All,2002,18,5.1320066145863
NHS Fife,Mesothelioma,All,2003,10,2.84608378870674
NHS Fife,Mesothelioma,All,2004,26,7.36439597790681
NHS Fife,Mesothelioma,All,2005,20,5.62651212513363
NHS Fife,Mesothelioma,All,2006,22,6.15798018250014
NHS Fife,Mesothelioma,All,2007,25,6.96883536823326
NHS Fife,Mesothelioma,All,2008,25,6.94367292523053
NHS Fife,Mesothelioma,All,2009,14,3.87360965082176
NHS Fife,Mesothelioma,All,2010,16,4.41245415184358
NHS Fife,Mesothelioma,All,2011,28,7.66493293183685
NHS Fife,Mesothelioma,All,2012,13,3.5498757543486
NHS Fife,Mesothelioma,All,2013,15,4.08830744071954
NHS Fife,Mesothelioma,All,2014,17,4.62899931926481
NHS Fife,Mesothelioma,All,2015,16,4.34688111280157
NHS Fife,Mesothelioma,All,2016,15,4.0504414981233
NHS Fife,Mesothelioma,All,2017,17,4.5771519345198
NHS Fife,Mesothelioma,All,2018,15,4.03323384689844
NHS Fife,Mesothelioma,Male,1994,11,6.50187372179073
NHS Fife,Mesothelioma,Male,1995,13,7.71279909344946
NHS Fife,Mesothelioma,Male,1996,7,4.19641626051352
NHS Fife,Mesothelioma,Male,1997,14,8.41578801832237
NHS Fife,Mesothelioma,Male,1998,12,7.21617867258393
NHS Fife,Mesothelioma,Male,1999,13,7.80438606496851
NHS Fife,Mesothelioma,Male,2000,8,4.7874091140301
NHS Fife,Mesothelioma,Male,2001,7,4.17250320388639
NHS Fife,Mesothelioma,Male,2002,15,8.92373773729706
NHS Fife,Mesothelioma,Male,2003,7,4.14871360244656
NHS Fife,Mesothelioma,Male,2004,25,14.7317929770597
NHS Fife,Mesothelioma,Male,2005,18,10.5199177108659
NHS Fife,Mesothelioma,Male,2006,22,12.7714662223744
NHS Fife,Mesothelioma,Male,2007,22,12.7031786817565
NHS Fife,Mesothelioma,Male,2008,22,12.6535683062624
NHS Fife,Mesothelioma,Male,2009,12,6.87230119005349
NHS Fife,Mesothelioma,Male,2010,14,7.99095880089955
NHS Fife,Mesothelioma,Male,2011,27,15.2563921457833
NHS Fife,Mesothelioma,Male,2012,11,6.19899914341103
NHS Fife,Mesothelioma,Male,2013,14,7.86645015199105
NHS Fife,Mesothelioma,Male,2014,15,8.43113449345744
NHS Fife,Mesothelioma,Male,2015,14,7.86309232955343
NHS Fife,Mesothelioma,Male,2016,14,7.7971841026555
NHS Fife,Mesothelioma,Male,2017,15,8.31891388260349
NHS Fife,Mesothelioma,Male,2018,13,7.19743107075628
NHS Fife,Mesothelioma,Female,1994,3,1.65738530893662
NHS Fife,Mesothelioma,Female,1995,2,1.10394162356695
NHS Fife,Mesothelioma,Female,1996,3,1.6609364359626
NHS Fife,Mesothelioma,Female,1997,1,0.554982074079007
NHS Fife,Mesothelioma,Female,1998,0,0
NHS Fife,Mesothelioma,Female,1999,1,0.554148633746544
NHS Fife,Mesothelioma,Female,2000,1,0.551769801638756
NHS Fife,Mesothelioma,Female,2001,0,0
NHS Fife,Mesothelioma,Female,2002,3,1.64249462083012
NHS Fife,Mesothelioma,Female,2003,3,1.64263851549282
NHS Fife,Mesothelioma,Female,2004,1,0.545407937867128
NHS Fife,Mesothelioma,Female,2005,2,1.08485755820261
NHS Fife,Mesothelioma,Female,2006,0,0
NHS Fife,Mesothelioma,Female,2007,3,1.61677130769853
NHS Fife,Mesothelioma,Female,2008,3,1.61137848057752
NHS Fife,Mesothelioma,Female,2009,2,1.0706294230378
NHS Fife,Mesothelioma,Female,2010,2,1.06716752395791
NHS Fife,Mesothelioma,Female,2011,1,0.530996946767556
NHS Fife,Mesothelioma,Female,2012,2,1.05953528782276
NHS Fife,Mesothelioma,Female,2013,1,0.529299366428658
NHS Fife,Mesothelioma,Female,2014,2,1.05631199231005
NHS Fife,Mesothelioma,Female,2015,2,1.05244878521099
NHS Fife,Mesothelioma,Female,2016,1,0.524169453500928
NHS Fife,Mesothelioma,Female,2017,2,1.04658342839799
NHS Fife,Mesothelioma,Female,2018,2,1.04553296042658
NHS Fife,Penis,Male,1994,5,2.95539714626852
NHS Fife,Penis,Male,1995,1,0.593292237957651
NHS Fife,Penis,Male,1996,5,2.99744018608109
NHS Fife,Penis,Male,1997,4,2.40451086237782
NHS Fife,Penis,Male,1998,1,0.601348222715328
NHS Fife,Penis,Male,1999,3,1.80101216883889
NHS Fife,Penis,Male,2000,2,1.19685227850753
NHS Fife,Penis,Male,2001,2,1.19214377253897
NHS Fife,Penis,Male,2002,3,1.7847475474594101
NHS Fife,Penis,Male,2003,1,0.592673371778079
NHS Fife,Penis,Male,2004,1,0.589271719082386
NHS Fife,Penis,Male,2005,2,1.16887974565177
NHS Fife,Penis,Male,2006,2,1.16104238385222
NHS Fife,Penis,Male,2007,4,2.30966885122846
NHS Fife,Penis,Male,2008,1,0.575162195739198
NHS Fife,Penis,Male,2009,9,5.15422589254012
NHS Fife,Penis,Male,2010,8,4.5662621719426
NHS Fife,Penis,Male,2011,5,2.82525780477469
NHS Fife,Penis,Male,2012,9,5.07190839006357
NHS Fife,Penis,Male,2013,9,5.05700366913711
NHS Fife,Penis,Male,2014,6,3.37245379738298
NHS Fife,Penis,Male,2015,4,2.24659780844384
NHS Fife,Penis,Male,2016,5,2.78470860809125
NHS Fife,Penis,Male,2017,5,2.77297129420116
NHS Fife,Penis,Male,2018,3,1.66094563171299
NHS Fife,Prostate,Male,1994,151,89.2529938173092
NHS Fife,Prostate,Male,1995,162,96.1133425491394
NHS Fife,Prostate,Male,1996,178,106.708870624487
NHS Fife,Prostate,Male,1997,155,93.1747959171406
NHS Fife,Prostate,Male,1998,138,82.9860547347152
NHS Fife,Prostate,Male,1999,128,76.8431858704592
NHS Fife,Prostate,Male,2000,115,68.8190060141827
NHS Fife,Prostate,Male,2001,139,82.8539921914583
NHS Fife,Prostate,Male,2002,161,95.7814517136551
NHS Fife,Prostate,Male,2003,185,109.644573778945
NHS Fife,Prostate,Male,2004,181,106.658181153912
NHS Fife,Prostate,Male,2005,194,113.381335328221
NHS Fife,Prostate,Male,2006,200,116.104238385222
NHS Fife,Prostate,Male,2007,178,102.780263879666
NHS Fife,Prostate,Male,2008,229,131.712142824276
NHS Fife,Prostate,Male,2009,236,135.155256737719
NHS Fife,Prostate,Male,2010,244,139.270996244249
NHS Fife,Prostate,Male,2011,253,142.958044921599
NHS Fife,Prostate,Male,2012,233,131.306072764979
NHS Fife,Prostate,Male,2013,272,152.833888667255
NHS Fife,Prostate,Male,2014,217,121.970412338684
NHS Fife,Prostate,Male,2015,249,139.850713575629
NHS Fife,Prostate,Male,2016,246,137.007663518089
NHS Fife,Prostate,Male,2017,272,150.849638404543
NHS Fife,Prostate,Male,2018,316,174.952939873768
NHS Fife,Testis,Male,1994,15,8.86619143880555
NHS Fife,Testis,Male,1995,9,5.33963014161886
NHS Fife,Testis,Male,1996,13,7.79334448381083
NHS Fife,Testis,Male,1997,10,6.01127715594455
NHS Fife,Testis,Male,1998,14,8.41887511801459
NHS Fife,Testis,Male,1999,7,4.20236172729074
NHS Fife,Testis,Male,2000,10,5.98426139253763
NHS Fife,Testis,Male,2001,16,9.53715018031175
NHS Fife,Testis,Male,2002,17,10.1135694356033
NHS Fife,Testis,Male,2003,6,3.55604023066848
NHS Fife,Testis,Male,2004,15,8.83907578623579
NHS Fife,Testis,Male,2005,15,8.76659809238826
NHS Fife,Testis,Male,2006,15,8.70781787889167
NHS Fife,Testis,Male,2007,5,2.88708606403557
NHS Fife,Testis,Male,2008,13,7.47710854460958
NHS Fife,Testis,Male,2009,16,9.16306825340465
NHS Fife,Testis,Male,2010,18,10.2740898868709
NHS Fife,Testis,Male,2011,9,5.08546404859443
NHS Fife,Testis,Male,2012,14,7.88963527343222
NHS Fife,Testis,Male,2013,10,5.6188929657079
NHS Fife,Testis,Male,2014,15,8.43113449345744
NHS Fife,Testis,Male,2015,11,6.17814397322055
NHS Fife,Testis,Male,2016,11,6.12635893780075
NHS Fife,Testis,Male,2017,17,9.42810240028395
NHS Fife,Testis,Male,2018,16,8.85837670246927
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,All,1994,26,7.42454096347697
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,All,1995,18,5.14697472263525
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,All,1996,22,6.33221080505426
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,All,1997,20,5.77133952790443
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,All,1998,24,6.92560743348531
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,All,1999,13,3.74607382647033
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,All,2000,26,7.46397198139748
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,All,2001,16,4.57443462847014
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,All,2002,19,5.41711809317443
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,All,2003,27,7.6844262295082
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,All,2004,20,5.66491998300524
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,All,2005,35,9.84639621898385
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,All,2006,26,7.27761294295471
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,All,2007,35,9.75636951552656
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,All,2008,19,5.2771914231752
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,All,2009,21,5.81041447623264
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,All,2010,29,7.99757315021649
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,All,2011,33,9.03367095537914
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,All,2012,25,6.82668414297807
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,All,2013,28,7.63150722267648
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,All,2014,36,9.80258679373724
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,All,2015,29,7.87872201695284
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,All,2016,32,8.64094186266303
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,All,2017,34,9.15430386903961
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,All,2018,33,8.87311446317658
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Male,1994,10,5.91079429253703
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Male,1995,9,5.33963014161886
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Male,1996,12,7.19385644659461
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Male,1997,9,5.4101494403501
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Male,1998,11,6.61483044986861
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Male,1999,8,4.8026991169037
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Male,2000,13,7.77953981029891
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Male,2001,10,5.96071886269484
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Male,2002,12,7.13899018983765
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Male,2003,18,10.6681206920054
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Male,2004,13,7.66053234807102
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Male,2005,15,8.76659809238826
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Male,2006,18,10.44938145467
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Male,2007,18,10.393509830528
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Male,2008,11,6.32678415313118
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Male,2009,11,6.2996094242157
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Male,2010,13,7.42017602940673
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Male,2011,18,10.1709280971889
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Male,2012,12,6.76254452008476
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Male,2013,12,6.74267155884948
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Male,2014,18,10.1173613921489
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Male,2015,19,10.6713395901082
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Male,2016,14,7.7971841026555
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Male,2017,20,11.0918851768047
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Male,2018,16,8.85837670246927
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Female,1994,16,8.83938831432865
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Female,1995,9,4.96773730605126
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Female,1996,10,5.53645478654199
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Female,1997,11,6.10480281486908
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Female,1998,13,7.2123253091591
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Female,1999,5,2.77074316873272
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Female,2000,13,7.17300742130383
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Female,2001,6,3.29661273041949
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Female,2002,7,3.83248744860361
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Female,2003,9,4.92791554647846
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Female,2004,7,3.81785556506989
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Female,2005,20,10.8485755820261
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Female,2006,8,4.3243009497246
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Female,2007,17,9.16170407695831
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Female,2008,8,4.29700928154005
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Female,2009,10,5.35314711518902
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Female,2010,16,8.53734019166329
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Female,2011,15,7.96495420151334
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Female,2012,13,6.88697937084795
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Female,2013,16,8.46878986285853
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Female,2014,18,9.50680793079044
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Female,2015,10,5.26224392605495
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Female,2016,18,9.4350501630167
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Female,2017,14,7.32608399878596
NHS Fife,Multiple myeloma and malignant plasma cell neoplasms,Female,2018,17,8.88703016362591
NHS Fife,Non-Hodgkin lymphoma,All,1994,55,15.7057597304321
NHS Fife,Non-Hodgkin lymphoma,All,1995,56,16.0128102481986
NHS Fife,Non-Hodgkin lymphoma,All,1996,73,21.0114267622255
NHS Fife,Non-Hodgkin lymphoma,All,1997,44,12.6969469613897
NHS Fife,Non-Hodgkin lymphoma,All,1998,63,18.1797195128989
NHS Fife,Non-Hodgkin lymphoma,All,1999,57,16.4250929314468
NHS Fife,Non-Hodgkin lymphoma,All,2000,54,15.5020956536717
NHS Fife,Non-Hodgkin lymphoma,All,2001,61,17.4400320210424
NHS Fife,Non-Hodgkin lymphoma,All,2002,68,19.3875805439927
NHS Fife,Non-Hodgkin lymphoma,All,2003,57,16.2226775956284
NHS Fife,Non-Hodgkin lymphoma,All,2004,52,14.7287919558136
NHS Fife,Non-Hodgkin lymphoma,All,2005,67,18.8488156191977
NHS Fife,Non-Hodgkin lymphoma,All,2006,77,21.5529306387505
NHS Fife,Non-Hodgkin lymphoma,All,2007,78,21.7427663488878
NHS Fife,Non-Hodgkin lymphoma,All,2008,59,16.387068103544
NHS Fife,Non-Hodgkin lymphoma,All,2009,79,21.8582258867799
NHS Fife,Non-Hodgkin lymphoma,All,2010,76,20.959157221257
NHS Fife,Non-Hodgkin lymphoma,All,2011,72,19.709827539009
NHS Fife,Non-Hodgkin lymphoma,All,2012,82,22.3915239889681
NHS Fife,Non-Hodgkin lymphoma,All,2013,86,23.439629326792
NHS Fife,Non-Hodgkin lymphoma,All,2014,79,21.5112321307012
NHS Fife,Non-Hodgkin lymphoma,All,2015,86,23.3644859813084
NHS Fife,Non-Hodgkin lymphoma,All,2016,80,21.6023546566576
NHS Fife,Non-Hodgkin lymphoma,All,2017,79,21.270294283945
NHS Fife,Non-Hodgkin lymphoma,All,2018,68,18.2839934392729
NHS Fife,Non-Hodgkin lymphoma,Male,1994,29,17.1413034483574
NHS Fife,Non-Hodgkin lymphoma,Male,1995,29,17.2054749007719
NHS Fife,Non-Hodgkin lymphoma,Male,1996,32,19.183617190919
NHS Fife,Non-Hodgkin lymphoma,Male,1997,19,11.4214265962946
NHS Fife,Non-Hodgkin lymphoma,Male,1998,32,19.2431431268905
NHS Fife,Non-Hodgkin lymphoma,Male,1999,25,15.0084347403241
NHS Fife,Non-Hodgkin lymphoma,Male,2000,24,14.3622273420903
NHS Fife,Non-Hodgkin lymphoma,Male,2001,30,17.8821565880845
NHS Fife,Non-Hodgkin lymphoma,Male,2002,39,23.2017181169724
NHS Fife,Non-Hodgkin lymphoma,Male,2003,29,17.1875277815643
NHS Fife,Non-Hodgkin lymphoma,Male,2004,27,15.9103364152244
NHS Fife,Non-Hodgkin lymphoma,Male,2005,37,21.6242752945577
NHS Fife,Non-Hodgkin lymphoma,Male,2006,35,20.3182417174139
NHS Fife,Non-Hodgkin lymphoma,Male,2007,40,23.0966885122846
NHS Fife,Non-Hodgkin lymphoma,Male,2008,30,17.254865872176
NHS Fife,Non-Hodgkin lymphoma,Male,2009,41,23.4803623993494
NHS Fife,Non-Hodgkin lymphoma,Male,2010,35,19.9773970022489
NHS Fife,Non-Hodgkin lymphoma,Male,2011,42,23.7321655601074
NHS Fife,Non-Hodgkin lymphoma,Male,2012,40,22.5418150669492
NHS Fife,Non-Hodgkin lymphoma,Male,2013,44,24.7231290491147
NHS Fife,Non-Hodgkin lymphoma,Male,2014,42,23.6071765816808
NHS Fife,Non-Hodgkin lymphoma,Male,2015,39,21.9043286323274
NHS Fife,Non-Hodgkin lymphoma,Male,2016,49,27.2901443592942
NHS Fife,Non-Hodgkin lymphoma,Male,2017,38,21.0745818359288
NHS Fife,Non-Hodgkin lymphoma,Male,2018,44,24.3605359317905
NHS Fife,Non-Hodgkin lymphoma,Female,1994,26,14.3640060107841
NHS Fife,Non-Hodgkin lymphoma,Female,1995,27,14.9032119181538
NHS Fife,Non-Hodgkin lymphoma,Female,1996,41,22.6994646248221
NHS Fife,Non-Hodgkin lymphoma,Female,1997,25,13.8745518519752
NHS Fife,Non-Hodgkin lymphoma,Female,1998,31,17.1986218910717
NHS Fife,Non-Hodgkin lymphoma,Female,1999,32,17.7327562798894
NHS Fife,Non-Hodgkin lymphoma,Female,2000,30,16.5530940491627
NHS Fife,Non-Hodgkin lymphoma,Female,2001,31,17.0324991071674
NHS Fife,Non-Hodgkin lymphoma,Female,2002,29,15.8774480013578
NHS Fife,Non-Hodgkin lymphoma,Female,2003,28,15.3312928112663
NHS Fife,Non-Hodgkin lymphoma,Female,2004,25,13.6351984466782
NHS Fife,Non-Hodgkin lymphoma,Female,2005,30,16.2728633730391
NHS Fife,Non-Hodgkin lymphoma,Female,2006,42,22.7025799860541
NHS Fife,Non-Hodgkin lymphoma,Female,2007,38,20.479103230848
NHS Fife,Non-Hodgkin lymphoma,Female,2008,29,15.5766586455827
NHS Fife,Non-Hodgkin lymphoma,Female,2009,38,20.3419590377183
NHS Fife,Non-Hodgkin lymphoma,Female,2010,41,21.8769342411372
NHS Fife,Non-Hodgkin lymphoma,Female,2011,30,15.9299084030267
NHS Fife,Non-Hodgkin lymphoma,Female,2012,42,22.250241044278
NHS Fife,Non-Hodgkin lymphoma,Female,2013,42,22.2305733900037
NHS Fife,Non-Hodgkin lymphoma,Female,2014,37,19.5417718577359
NHS Fife,Non-Hodgkin lymphoma,Female,2015,47,24.7325464524583
NHS Fife,Non-Hodgkin lymphoma,Female,2016,31,16.2492530585288
NHS Fife,Non-Hodgkin lymphoma,Female,2017,41,21.4549602821589
NHS Fife,Non-Hodgkin lymphoma,Female,2018,24,12.5463955251189
NHS Fife,Oesophagus,All,1994,39,11.1368114452155
NHS Fife,Oesophagus,All,1995,54,15.4409241679058
